Date,Open,High,Low,Close,SSC,plot_dowPeak,plot_dowTrough,last_dow_profit,ATR20,LDV4,LWV4,MVF
20/06/2022,50985,50985,50713,50735,nan,nan,50151,-474,475.55,0,1,0.867916
17/06/2022,50977,51179,50815,50834,51179,51797,50151,-474,479.35,0,1,0.66853
16/06/2022,50650,51092,50295,50986,nan,51797,nan,-499,480.6,0,1,1.35527
15/06/2022,50261,50861,50211,50438,nan,51797,nan,-499,475.85,0,1,1.84921
14/06/2022,50537,50667,50151,50195,50151,51155,nan,-499,467.7,0,1,1.9665
13/06/2022,51530,51660,50551,50664,nan,51155,nan,-499,464.4,0,1,0.223038
10/06/2022,50900,51797,50420,51701,51797,51155,50681,-499,443.15,0,1,2.47771
9/06/2022,51046,51135,50805,51005,50805,nan,50681,-600,403.25,1,1,0.392118
8/06/2022,50900,51155,50851,51051,51155,nan,50462,-600,427.05,1,1,0.391765
7/06/2022,50787,51070,50681,50968,50681,nan,50462,-600,440.15,1,1,0.563098
6/06/2022,51126,51133,50815,50870,nan,nan,50462,-600,451.05,0,1,0.108119
3/06/2022,51306,51306,51306,50885,nan,nan,50462,-600,459.4,0,1,-0.68094
2/06/2022,50928,51359,50928,51255,51359,51180,50462,-600,488.8,1,0,0.808289
1/06/2022,50654,50903,50462,50788,50462,51180,50580,0,507.6,1,0,1.71591
31/05/2022,50959,51180,50800,50855,51180,nan,50580,2120,501.95,1,0,0.108151
30/05/2022,50974,51112,50901,50915,nan,nan,50580,2120,506.8,1,0,0.0274968
27/05/2022,50952,51066,50850,50913,nan,nan,49863,2120,559.9,1,0,0.12374
26/05/2022,50840,50920,50580,50871,50580,nan,49863,2120,579.95,1,0,2.26842
25/05/2022,51109,51132,50705,50819,nan,nan,49863,2120,588.3,1,0,2.0269
24/05/2022,50940,51246,50880,51157,51246,nan,49863,2120,593.4,0,0,1.68876
23/05/2022,50897,51156,50808,50907,nan,nan,49863,2120,593.9,0,0,1.50434
